county,precinct,candidate,votes,voteType,party,office
St. Joseph,ALL,Write-in,15,Total,,Treasurer
St. Joseph,"Park Township, Precinct 1",Write-in,15,Total,,Treasurer
St. Joseph,ALL,Laura Schwartz,1502,Total,Republican,Treasurer
St. Joseph,"Sherman Township, Precinct 1",Laura Schwartz,1502,Total,Republican,Treasurer
St. Joseph,ALL,Write-in,10,Total,,Treasurer
St. Joseph,"Sherman Township, Precinct 1",Write-in,10,Total,,Treasurer
St. Joseph,ALL,Zeta Metzger,498,Total,Democrat,Treasurer
St. Joseph,"Sturgis Township, Precinct 1",Zeta Metzger,498,Total,Democrat,Treasurer
St. Joseph,ALL,Write-in,56,Total,,Treasurer
St. Joseph,"Sturgis Township, Precinct 1",Write-in,56,Total,,Treasurer
St. Joseph,ALL,Anita Casada,1497,Total,Republican,Treasurer
St. Joseph,"White Pigeon Township, Precinct 1",Anita Casada,1497,Total,Republican,Treasurer
St. Joseph,ALL,Write-in,41,Total,,Treasurer
St. Joseph,"White Pigeon Township, Precinct 1",Write-in,41,Total,,Treasurer
St. Joseph,ALL,Richard Baker,981,Total,Republican,Trustee
St. Joseph,"Burr Oak Township, Precinct 1",Richard Baker,981,Total,Republican,Trustee
St. Joseph,ALL,Kevin Wickey,943,Total,Republican,Trustee
St. Joseph,"Burr Oak Township, Precinct 1",Kevin Wickey,943,Total,Republican,Trustee
St. Joseph,ALL,Write-in,6,Total,,Trustee
St. Joseph,"Burr Oak Township, Precinct 1",Write-in,6,Total,,Trustee
St. Joseph,ALL,Scott Wyant,1196,Total,Republican,Trustee
St. Joseph,"Colon Township, Precinct 1",Scott Wyant,1196,Total,Republican,Trustee
St. Joseph,ALL,Carol Bielski,486,Total,No Party Affiliation,Trustee
St. Joseph,"Colon Township, Precinct 1",Carol Bielski,486,Total,No Party Affiliation,Trustee
St. Joseph,ALL,Write-in,131,Total,,Trustee
St. Joseph,"Colon Township, Precinct 1",Write-in,131,Total,,Trustee
St. Joseph,ALL,Marti Brown,1443,Total,Republican,Trustee
St. Joseph,"Constantine Township, Precinct 1",Marti Brown,857,Total,Republican,Trustee
St. Joseph,"Constantine Township, Precinct 2",Marti Brown,586,Total,Republican,Trustee
St. Joseph,ALL,Max Coon,1373,Total,Republican,Trustee
St. Joseph,"Constantine Township, Precinct 1",Max Coon,810,Total,Republican,Trustee
St. Joseph,"Constantine Township, Precinct 2",Max Coon,563,Total,Republican,Trustee
St. Joseph,ALL,Write-in,32,Total,,Trustee
St. Joseph,"Constantine Township, Precinct 1",Write-in,17,Total,,Trustee
St. Joseph,"Constantine Township, Precinct 2",Write-in,15,Total,,Trustee
St. Joseph,ALL,Judith Holman,1462,Total,Republican,Trustee
St. Joseph,"Fabius Township, Precinct 1",Judith Holman,1462,Total,Republican,Trustee
St. Joseph,ALL,April Wooden,1418,Total,Republican,Trustee
St. Joseph,"Fabius Township, Precinct 1",April Wooden,1418,Total,Republican,Trustee
St. Joseph,ALL,Write-in,24,Total,,Trustee
St. Joseph,"Fabius Township, Precinct 1",Write-in,24,Total,,Trustee
St. Joseph,ALL,Davey Robison,574,Total,Republican,Trustee
St. Joseph,"Fawn River Township, Precinct 1",Davey Robison,574,Total,Republican,Trustee
St. Joseph,ALL,Jerry Ware,583,Total,Republican,Trustee
St. Joseph,"Fawn River Township, Precinct 1",Jerry Ware,583,Total,Republican,Trustee
St. Joseph,ALL,Write-in,3,Total,,Trustee
St. Joseph,"Fawn River Township, Precinct 1",Write-in,3,Total,,Trustee
St. Joseph,ALL,Elwood Miller,493,Total,Republican,Trustee
St. Joseph,"Florence Township, Precinct 1",Elwood Miller,493,Total,Republican,Trustee
St. Joseph,ALL,Donald E. Schrock,495,Total,Republican,Trustee
St. Joseph,"Florence Township, Precinct 1",Donald E. Schrock,495,Total,Republican,Trustee
St. Joseph,ALL,Write-in,5,Total,,Trustee
St. Joseph,"Florence Township, Precinct 1",Write-in,5,Total,,Trustee
St. Joseph,ALL,Betty Grindel,742,Total,Republican,Trustee
St. Joseph,"Flowerfield Township, Precinct 1",Betty Grindel,742,Total,Republican,Trustee
St. Joseph,ALL,Deborah J. Spencer,722,Total,Republican,Trustee
St. Joseph,"Flowerfield Township, Precinct 1",Deborah J. Spencer,722,Total,Republican,Trustee
St. Joseph,ALL,Write-in,12,Total,,Trustee
St. Joseph,"Flowerfield Township, Precinct 1",Write-in,12,Total,,Trustee
St. Joseph,ALL,Pamela L. Gilbert,460,Total,Republican,Trustee
St. Joseph,"Leonidas Township, Precinct 1",Pamela L. Gilbert,460,Total,Republican,Trustee
St. Joseph,ALL,Connie Myers,427,Total,Republican,Trustee
St. Joseph,"Leonidas Township, Precinct 1",Connie Myers,427,Total,Republican,Trustee
St. Joseph,ALL,Write-in,8,Total,,Trustee
St. Joseph,"Leonidas Township, Precinct 1",Write-in,8,Total,,Trustee
St. Joseph,ALL,Ricky Daniels,1443,Total,Republican,Trustee
St. Joseph,"Lockport Township, Precinct 1",Ricky Daniels,1443,Total,Republican,Trustee
St. Joseph,ALL,Donna J. Grubbs,1463,Total,Republican,Trustee
St. Joseph,"Lockport Township, Precinct 1",Donna J. Grubbs,1463,Total,Republican,Trustee
St. Joseph,ALL,Write-in,49,Total,,Trustee
St. Joseph,"Lockport Township, Precinct 1",Write-in,49,Total,,Trustee
St. Joseph,ALL,Leasa S. Griffith-Mathews,1211,Total,Republican,Trustee
St. Joseph,"Mendon Township, Precinct 1",Leasa S. Griffith-Mathews,1211,Total,Republican,Trustee
St. Joseph,ALL,Jim Hart,1149,Total,Republican,Trustee
St. Joseph,"Mendon Township, Precinct 1",Jim Hart,1149,Total,Republican,Trustee
St. Joseph,ALL,Write-in,16,Total,,Trustee
St. Joseph,"Mendon Township, Precinct 1",Write-in,16,Total,,Trustee
St. Joseph,ALL,Larry E. Grindle,554,Total,Republican,Trustee
St. Joseph,"Mottville Township, Precinct 1",Larry E. Grindle,554,Total,Republican,Trustee
St. Joseph,ALL,Glenn T. McNamara,546,Total,Republican,Trustee
St. Joseph,"Mottville Township, Precinct 1",Glenn T. McNamara,546,Total,Republican,Trustee
St. Joseph,ALL,Write-in,16,Total,,Trustee
St. Joseph,"Mottville Township, Precinct 1",Write-in,16,Total,,Trustee
St. Joseph,ALL,Steve Clark,1370,Total,Republican,Trustee
St. Joseph,"Nottawa Township, Precinct 1",Steve Clark,1370,Total,Republican,Trustee
St. Joseph,ALL,Jim Rigby,1284,Total,Republican,Trustee
St. Joseph,"Nottawa Township, Precinct 1",Jim Rigby,1284,Total,Republican,Trustee
St. Joseph,ALL,Write-in,22,Total,,Trustee
St. Joseph,"Nottawa Township, Precinct 1",Write-in,22,Total,,Trustee
St. Joseph,ALL,Bill Brislen,980,Total,Republican,Trustee
St. Joseph,"Park Township, Precinct 1",Bill Brislen,980,Total,Republican,Trustee
St. Joseph,ALL,Thomas M. Springer,1030,Total,Republican,Trustee
St. Joseph,"Park Township, Precinct 1",Thomas M. Springer,1030,Total,Republican,Trustee
St. Joseph,ALL,Write-in,24,Total,,Trustee
St. Joseph,"Park Township, Precinct 1",Write-in,24,Total,,Trustee
St. Joseph,ALL,Roger Krontz,1404,Total,Republican,Trustee
St. Joseph,"Sherman Township, Precinct 1",Roger Krontz,1404,Total,Republican,Trustee
St. Joseph,ALL,Josh Kuhl,1364,Total,Republican,Trustee
St. Joseph,"Sherman Township, Precinct 1",Josh Kuhl,1364,Total,Republican,Trustee
St. Joseph,ALL,Write-in,19,Total,,Trustee
St. Joseph,"Sherman Township, Precinct 1",Write-in,19,Total,,Trustee
St. Joseph,ALL,Judith Pappas,699,Total,Republican,Trustee
St. Joseph,"Sturgis Township, Precinct 1",Judith Pappas,699,Total,Republican,Trustee
St. Joseph,ALL,Rodney Stahl,687,Total,Republican,Trustee
St. Joseph,"Sturgis Township, Precinct 1",Rodney Stahl,687,Total,Republican,Trustee
St. Joseph,ALL,Write-in,14,Total,,Trustee
St. Joseph,"Sturgis Township, Precinct 1",Write-in,14,Total,,Trustee
St. Joseph,ALL,Sheila Kroupa,1412,Total,Republican,Trustee
St. Joseph,"White Pigeon Township, Precinct 1",Sheila Kroupa,1412,Total,Republican,Trustee
St. Joseph,ALL,Amy K. Snook,1445,Total,Republican,Trustee
St. Joseph,"White Pigeon Township, Precinct 1",Amy K. Snook,1445,Total,Republican,Trustee
St. Joseph,ALL,Write-in,45,Total,,Trustee
St. Joseph,"White Pigeon Township, Precinct 1",Write-in,45,Total,,Trustee
St. Joseph,ALL,Don Falborski,1513,Total,Republican,Constable
St. Joseph,"Fabius Township, Precinct 1",Don Falborski,1513,Total,Republican,Constable
St. Joseph,ALL,Write-in,21,Total,,Constable
St. Joseph,"Fabius Township, Precinct 1",Write-in,21,Total,,Constable
St. Joseph,ALL,Andrew Fink,10457,Total,,Justice of Supreme Court
St. Joseph,"Burr Oak Township, Precinct 1",Andrew Fink,542,Total,,Justice of Supreme Court
St. Joseph,"Colon Township, Precinct 1",Andrew Fink,563,Total,,Justice of Supreme Court
St. Joseph,"Constantine Township, Precinct 1",Andrew Fink,395,Total,,Justice of Supreme Court
St. Joseph,"Constantine Township, Precinct 2",Andrew Fink,246,Total,,Justice of Supreme Court
St. Joseph,"Fabius Township, Precinct 1",Andrew Fink,799,Total,,Justice of Supreme Court
St. Joseph,"Fawn River Township, Precinct 1",Andrew Fink,299,Total,,Justice of Supreme Court
St. Joseph,"Florence Township, Precinct 1",Andrew Fink,286,Total,,Justice of Supreme Court
St. Joseph,"Flowerfield Township, Precinct 1",Andrew Fink,387,Total,,Justice of Supreme Court
St. Joseph,"Leonidas Township, Precinct 1",Andrew Fink,248,Total,,Justice of Supreme Court
St. Joseph,"Lockport Township, Precinct 1",Andrew Fink,699,Total,,Justice of Supreme Court
St. Joseph,"Mendon Township, Precinct 1",Andrew Fink,609,Total,,Justice of Supreme Court
St. Joseph,"Mottville Township, Precinct 1",Andrew Fink,244,Total,,Justice of Supreme Court
St. Joseph,"Nottawa Township, Precinct 1",Andrew Fink,701,Total,,Justice of Supreme Court
St. Joseph,"Park Township, Precinct 1",Andrew Fink,511,Total,,Justice of Supreme Court
St. Joseph,"Sherman Township, Precinct 1",Andrew Fink,789,Total,,Justice of Supreme Court
St. Joseph,"Sturgis Township, Precinct 1",Andrew Fink,282,Total,,Justice of Supreme Court
St. Joseph,"White Pigeon Township, Precinct 1",Andrew Fink,747,Total,,Justice of Supreme Court
St. Joseph,"City of Sturgis, Precinct 1",Andrew Fink,446,Total,,Justice of Supreme Court
St. Joseph,"City of Sturgis, Precinct 2",Andrew Fink,227,Total,,Justice of Supreme Court
St. Joseph,"City of Sturgis, Precinct 3",Andrew Fink,207,Total,,Justice of Supreme Court
St. Joseph,"City of Sturgis, Precinct 4",Andrew Fink,324,Total,,Justice of Supreme Court
St. Joseph,"City of Three Rivers, Precinct 1",Andrew Fink,421,Total,,Justice of Supreme Court
St. Joseph,"City of Three Rivers, Precinct 2",Andrew Fink,485,Total,,Justice of Supreme Court
St. Joseph,ALL,Kimberly Ann Thomas,11254,Total,,Justice of Supreme Court
St. Joseph,"Burr Oak Township, Precinct 1",Kimberly Ann Thomas,409,Total,,Justice of Supreme Court
St. Joseph,"Colon Township, Precinct 1",Kimberly Ann Thomas,662,Total,,Justice of Supreme Court
St. Joseph,"Constantine Township, Precinct 1",Kimberly Ann Thomas,413,Total,,Justice of Supreme Court
St. Joseph,"Constantine Township, Precinct 2",Kimberly Ann Thomas,320,Total,,Justice of Supreme Court
St. Joseph,"Fabius Township, Precinct 1",Kimberly Ann Thomas,737,Total,,Justice of Supreme Court
St. Joseph,"Fawn River Township, Precinct 1",Kimberly Ann Thomas,301,Total,,Justice of Supreme Court
St. Joseph,"Florence Township, Precinct 1",Kimberly Ann Thomas,186,Total,,Justice of Supreme Court
St. Joseph,"Flowerfield Township, Precinct 1",Kimberly Ann Thomas,359,Total,,Justice of Supreme Court
St. Joseph,"Leonidas Township, Precinct 1",Kimberly Ann Thomas,186,Total,,Justice of Supreme Court
St. Joseph,"Lockport Township, Precinct 1",Kimberly Ann Thomas,904,Total,,Justice of Supreme Court
St. Joseph,"Mendon Township, Precinct 1",Kimberly Ann Thomas,555,Total,,Justice of Supreme Court
St. Joseph,"Mottville Township, Precinct 1",Kimberly Ann Thomas,269,Total,,Justice of Supreme Court
St. Joseph,"Nottawa Township, Precinct 1",Kimberly Ann Thomas,653,Total,,Justice of Supreme Court
St. Joseph,"Park Township, Precinct 1",Kimberly Ann Thomas,554,Total,,Justice of Supreme Court
St. Joseph,"Sherman Township, Precinct 1",Kimberly Ann Thomas,592,Total,,Justice of Supreme Court
St. Joseph,"Sturgis Township, Precinct 1",Kimberly Ann Thomas,381,Total,,Justice of Supreme Court
St. Joseph,"White Pigeon Township, Precinct 1",Kimberly Ann Thomas,715,Total,,Justice of Supreme Court
St. Joseph,"City of Sturgis, Precinct 1",Kimberly Ann Thomas,566,Total,,Justice of Supreme Court
St. Joseph,"City of Sturgis, Precinct 2",Kimberly Ann Thomas,275,Total,,Justice of Supreme Court
St. Joseph,"City of Sturgis, Precinct 3",Kimberly Ann Thomas,284,Total,,Justice of Supreme Court
St. Joseph,"City of Sturgis, Precinct 4",Kimberly Ann Thomas,382,Total,,Justice of Supreme Court
St. Joseph,"City of Three Rivers, Precinct 1",Kimberly Ann Thomas,801,Total,,Justice of Supreme Court
St. Joseph,"City of Three Rivers, Precinct 2",Kimberly Ann Thomas,750,Total,,Justice of Supreme Court
St. Joseph,ALL,Write-in,313,Total,,Justice of Supreme Court
St. Joseph,"Burr Oak Township, Precinct 1",Write-in,13,Total,,Justice of Supreme Court
St. Joseph,"Colon Township, Precinct 1",Write-in,18,Total,,Justice of Supreme Court
St. Joseph,"Constantine Township, Precinct 1",Write-in,14,Total,,Justice of Supreme Court
St. Joseph,"Constantine Township, Precinct 2",Write-in,8,Total,,Justice of Supreme Court
St. Joseph,"Fabius Township, Precinct 1",Write-in,13,Total,,Justice of Supreme Court
St. Joseph,"Fawn River Township, Precinct 1",Write-in,4,Total,,Justice of Supreme Court
St. Joseph,"Florence Township, Precinct 1",Write-in,8,Total,,Justice of Supreme Court
St. Joseph,"Flowerfield Township, Precinct 1",Write-in,9,Total,,Justice of Supreme Court
St. Joseph,"Leonidas Township, Precinct 1",Write-in,6,Total,,Justice of Supreme Court
St. Joseph,"Lockport Township, Precinct 1",Write-in,28,Total,,Justice of Supreme Court
St. Joseph,"Mendon Township, Precinct 1",Write-in,13,Total,,Justice of Supreme Court
St. Joseph,"Mottville Township, Precinct 1",Write-in,9,Total,,Justice of Supreme Court
St. Joseph,"Nottawa Township, Precinct 1",Write-in,15,Total,,Justice of Supreme Court
St. Joseph,"Park Township, Precinct 1",Write-in,15,Total,,Justice of Supreme Court
St. Joseph,"Sherman Township, Precinct 1",Write-in,13,Total,,Justice of Supreme Court
St. Joseph,"Sturgis Township, Precinct 1",Write-in,9,Total,,Justice of Supreme Court
St. Joseph,"White Pigeon Township, Precinct 1",Write-in,22,Total,,Justice of Supreme Court
St. Joseph,"City of Sturgis, Precinct 1",Write-in,14,Total,,Justice of Supreme Court
St. Joseph,"City of Sturgis, Precinct 2",Write-in,7,Total,,Justice of Supreme Court
St. Joseph,"City of Sturgis, Precinct 3",Write-in,13,Total,,Justice of Supreme Court
St. Joseph,"City of Sturgis, Precinct 4",Write-in,14,Total,,Justice of Supreme Court
St. Joseph,"City of Three Rivers, Precinct 1",Write-in,18,Total,,Justice of Supreme Court
St. Joseph,"City of Three Rivers, Precinct 2",Write-in,30,Total,,Justice of Supreme Court
St. Joseph,ALL,Kyra Harris Bolden,11273,Total,,Justice of Supreme Court Partial
St. Joseph,"Burr Oak Township, Precinct 1",Kyra Harris Bolden,467,Total,,Justice of Supreme Court Partial
St. Joseph,"Colon Township, Precinct 1",Kyra Harris Bolden,546,Total,,Justice of Supreme Court Partial
St. Joseph,"Constantine Township, Precinct 1",Kyra Harris Bolden,441,Total,,Justice of Supreme Court Partial
St. Joseph,"Constantine Township, Precinct 2",Kyra Harris Bolden,255,Total,,Justice of Supreme Court Partial
St. Joseph,"Fabius Township, Precinct 1",Kyra Harris Bolden,830,Total,,Justice of Supreme Court Partial
St. Joseph,"Fawn River Township, Precinct 1",Kyra Harris Bolden,276,Total,,Justice of Supreme Court Partial
St. Joseph,"Florence Township, Precinct 1",Kyra Harris Bolden,224,Total,,Justice of Supreme Court Partial
St. Joseph,"Flowerfield Township, Precinct 1",Kyra Harris Bolden,329,Total,,Justice of Supreme Court Partial
St. Joseph,"Leonidas Township, Precinct 1",Kyra Harris Bolden,208,Total,,Justice of Supreme Court Partial
St. Joseph,"Lockport Township, Precinct 1",Kyra Harris Bolden,808,Total,,Justice of Supreme Court Partial
St. Joseph,"Mendon Township, Precinct 1",Kyra Harris Bolden,639,Total,,Justice of Supreme Court Partial
St. Joseph,"Mottville Township, Precinct 1",Kyra Harris Bolden,215,Total,,Justice of Supreme Court Partial
St. Joseph,"Nottawa Township, Precinct 1",Kyra Harris Bolden,749,Total,,Justice of Supreme Court Partial
St. Joseph,"Park Township, Precinct 1",Kyra Harris Bolden,497,Total,,Justice of Supreme Court Partial
St. Joseph,"Sherman Township, Precinct 1",Kyra Harris Bolden,701,Total,,Justice of Supreme Court Partial
St. Joseph,"Sturgis Township, Precinct 1",Kyra Harris Bolden,318,Total,,Justice of Supreme Court Partial
St. Joseph,"White Pigeon Township, Precinct 1",Kyra Harris Bolden,797,Total,,Justice of Supreme Court Partial
St. Joseph,"City of Sturgis, Precinct 1",Kyra Harris Bolden,532,Total,,Justice of Supreme Court Partial
St. Joseph,"City of Sturgis, Precinct 2",Kyra Harris Bolden,287,Total,,Justice of Supreme Court Partial
St. Joseph,"City of Sturgis, Precinct 3",Kyra Harris Bolden,237,Total,,Justice of Supreme Court Partial
St. Joseph,"City of Sturgis, Precinct 4",Kyra Harris Bolden,411,Total,,Justice of Supreme Court Partial
St. Joseph,"City of Three Rivers, Precinct 1",Kyra Harris Bolden,745,Total,,Justice of Supreme Court Partial
St. Joseph,"City of Three Rivers, Precinct 2",Kyra Harris Bolden,761,Total,,Justice of Supreme Court Partial
St. Joseph,ALL,Patrick William O'Grady,10393,Total,,Justice of Supreme Court Partial
St. Joseph,"Burr Oak Township, Precinct 1",Patrick William O'Grady,491,Total,,Justice of Supreme Court Partial
St. Joseph,"Colon Township, Precinct 1",Patrick William O'Grady,672,Total,,Justice of Supreme Court Partial
St. Joseph,"Constantine Township, Precinct 1",Patrick William O'Grady,366,Total,,Justice of Supreme Court Partial
St. Joseph,"Constantine Township, Precinct 2",Patrick William O'Grady,304,Total,,Justice of Supreme Court Partial
St. Joseph,"Fabius Township, Precinct 1",Patrick William O'Grady,706,Total,,Justice of Supreme Court Partial
St. Joseph,"Fawn River Township, Precinct 1",Patrick William O'Grady,325,Total,,Justice of Supreme Court Partial
St. Joseph,"Florence Township, Precinct 1",Patrick William O'Grady,251,Total,,Justice of Supreme Court Partial
St. Joseph,"Flowerfield Township, Precinct 1",Patrick William O'Grady,416,Total,,Justice of Supreme Court Partial
St. Joseph,"Leonidas Township, Precinct 1",Patrick William O'Grady,223,Total,,Justice of Supreme Court Partial
St. Joseph,"Lockport Township, Precinct 1",Patrick William O'Grady,799,Total,,Justice of Supreme Court Partial
St. Joseph,"Mendon Township, Precinct 1",Patrick William O'Grady,535,Total,,Justice of Supreme Court Partial
St. Joseph,"Mottville Township, Precinct 1",Patrick William O'Grady,299,Total,,Justice of Supreme Court Partial
St. Joseph,"Nottawa Township, Precinct 1",Patrick William O'Grady,610,Total,,Justice of Supreme Court Partial
St. Joseph,"Park Township, Precinct 1",Patrick William O'Grady,563,Total,,Justice of Supreme Court Partial
St. Joseph,"Sherman Township, Precinct 1",Patrick William O'Grady,688,Total,,Justice of Supreme Court Partial
St. Joseph,"Sturgis Township, Precinct 1",Patrick William O'Grady,341,Total,,Justice of Supreme Court Partial
St. Joseph,"White Pigeon Township, Precinct 1",Patrick William O'Grady,647,Total,,Justice of Supreme Court Partial
St. Joseph,"City of Sturgis, Precinct 1",Patrick William O'Grady,474,Total,,Justice of Supreme Court Partial
St. Joseph,"City of Sturgis, Precinct 2",Patrick William O'Grady,206,Total,,Justice of Supreme Court Partial
St. Joseph,"City of Sturgis, Precinct 3",Patrick William O'Grady,240,Total,,Justice of Supreme Court Partial
